# PROMISE LEDGER FOR CONFIGURATION FORMS AND COMPOSITION
# Each row states either an externally published promise or an explicit current decision for one input coordinate. Promises are read only from website documentation and contract docblocks; implementation bodies determine neither promised forms nor status.
# The denominator is generated from registered rule-option keys, CLI aliases, framework keys, non-rule configuration paths, interacting key pairs, and source-composition coordinates.
# PROMISED rows have a cited carrier. DECIDED rows record behavior where no carrier promises it. DEFERRED rows name a deliberately excluded interaction whose current behavior remains measurable.
# Carrier ranges are protected by promise-ledger-frozen-ranges.tsv. When a carrier changes, affected rows and hashes must be regenerated together; silent divergence is a failure.
# Source precedence and coexistence are separate coordinates: a later source may replace a value while sibling paths survive. Pair rows record the promised winner, outcome, and survival independently.
# decided_forms contains the complement observed or deliberately fixed where the carrier does not close the input set. Notes preserve the local rationale and exact code or documentation evidence.
# Columns: kind, coordinate, promised forms or interaction contract, carrier, status, note, decided forms. The expanded header row below is authoritative for field positions.
#
kind	door|rule|path|rule|rule	path|key_a|writer_low|key_low@writer_low|path@slot	promised_forms|key_b|writer_high|key_high@writer_high|l1/l2/l3	null_means|source_scope|path_scope|level|T1..T4	equivalences|coexistence|promised_winner|promised_outcome|promised_survival	carrier	status	note	decided_forms
pair	code-smell.constructor-overinjection	threshold	warning	cross-source			DEFERRED	DEFERRED with the cross-source interaction scope: the cross-source coordinate is routed through RuleOptionThresholdModeResolver / RuleThresholdKeyGroupRegistry, which this control freezes as a whole-file boundary. Price: `MISCOMPOSED` across layers stays in the tree and is the input of the deferred cross-source control. | kind=1-threshold-group-declared; path=(top)	
pair	code-smell.long-parameter-list	error	threshold	cross-source			DEFERRED	DEFERRED with the cross-source interaction scope: the cross-source coordinate is routed through RuleOptionThresholdModeResolver / RuleThresholdKeyGroupRegistry, which this control freezes as a whole-file boundary. Price: `MISCOMPOSED` across layers stays in the tree and is the input of the deferred cross-source control. | kind=1-threshold-group-declared; path=(top)	
pair	code-smell.long-parameter-list	error	warning	cross-source			DEFERRED	DEFERRED with the cross-source interaction scope: the cross-source coordinate is routed through RuleOptionThresholdModeResolver / RuleThresholdKeyGroupRegistry, which this control freezes as a whole-file boundary. Price: `MISCOMPOSED` across layers stays in the tree and is the input of the deferred cross-source control. | kind=1-threshold-group-declared; path=(top)	
pair	code-smell.long-parameter-list	threshold	warning	cross-source			DEFERRED	DEFERRED with the cross-source interaction scope: the cross-source coordinate is routed through RuleOptionThresholdModeResolver / RuleThresholdKeyGroupRegistry, which this control freezes as a whole-file boundary. Price: `MISCOMPOSED` across layers stays in the tree and is the input of the deferred cross-source control. | kind=1-threshold-group-declared; path=(top)	
pair	code-smell.long-parameter-list	vo-error	vo-threshold	cross-source			DEFERRED	DEFERRED with the cross-source interaction scope: the cross-source coordinate is routed through RuleOptionThresholdModeResolver / RuleThresholdKeyGroupRegistry, which this control freezes as a whole-file boundary. Price: `MISCOMPOSED` across layers stays in the tree and is the input of the deferred cross-source control. | kind=1-threshold-group-declared; path=(top)	
pair	code-smell.long-parameter-list	vo-error	vo-warning	cross-source			DEFERRED	DEFERRED with the cross-source interaction scope: the cross-source coordinate is routed through RuleOptionThresholdModeResolver / RuleThresholdKeyGroupRegistry, which this control freezes as a whole-file boundary. Price: `MISCOMPOSED` across layers stays in the tree and is the input of the deferred cross-source control. | kind=1-threshold-group-declared; path=(top)	
pair	code-smell.long-parameter-list	vo-threshold	vo-warning	cross-source			DEFERRED	DEFERRED with the cross-source interaction scope: the cross-source coordinate is routed through RuleOptionThresholdModeResolver / RuleThresholdKeyGroupRegistry, which this control freezes as a whole-file boundary. Price: `MISCOMPOSED` across layers stays in the tree and is the input of the deferred cross-source control. | kind=1-threshold-group-declared; path=(top)	
pair	code-smell.unreachable-code	error	threshold	cross-source			DEFERRED	DEFERRED with the cross-source interaction scope: the cross-source coordinate is routed through RuleOptionThresholdModeResolver / RuleThresholdKeyGroupRegistry, which this control freezes as a whole-file boundary. Price: `MISCOMPOSED` across layers stays in the tree and is the input of the deferred cross-source control. | kind=1-threshold-group-declared; path=(top)	
pair	code-smell.unreachable-code	error	warning	cross-source			DEFERRED	DEFERRED with the cross-source interaction scope: the cross-source coordinate is routed through RuleOptionThresholdModeResolver / RuleThresholdKeyGroupRegistry, which this control freezes as a whole-file boundary. Price: `MISCOMPOSED` across layers stays in the tree and is the input of the deferred cross-source control. | kind=1-threshold-group-declared; path=(top)	
pair	code-smell.unreachable-code	threshold	warning	cross-source			DEFERRED	DEFERRED with the cross-source interaction scope: the cross-source coordinate is routed through RuleOptionThresholdModeResolver / RuleThresholdKeyGroupRegistry, which this control freezes as a whole-file boundary. Price: `MISCOMPOSED` across layers stays in the tree and is the input of the deferred cross-source control. | kind=1-threshold-group-declared; path=(top)	
pair	cohesion.lcom	error	threshold	cross-source			DEFERRED	DEFERRED with the cross-source interaction scope: the cross-source coordinate is routed through RuleOptionThresholdModeResolver / RuleThresholdKeyGroupRegistry, which this control freezes as a whole-file boundary. Price: `MISCOMPOSED` across layers stays in the tree and is the input of the deferred cross-source control. | kind=1-threshold-group-declared; path=(top)	
pair	cohesion.lcom	error	warning	cross-source			DEFERRED	DEFERRED with the cross-source interaction scope: the cross-source coordinate is routed through RuleOptionThresholdModeResolver / RuleThresholdKeyGroupRegistry, which this control freezes as a whole-file boundary. Price: `MISCOMPOSED` across layers stays in the tree and is the input of the deferred cross-source control. | kind=1-threshold-group-declared; path=(top)	
pair	cohesion.lcom	threshold	warning	cross-source			DEFERRED	DEFERRED with the cross-source interaction scope: the cross-source coordinate is routed through RuleOptionThresholdModeResolver / RuleThresholdKeyGroupRegistry, which this control freezes as a whole-file boundary. Price: `MISCOMPOSED` across layers stays in the tree and is the input of the deferred cross-source control. | kind=1-threshold-group-declared; path=(top)	
pair	complexity.ccn	callable.error	callable.threshold	cross-source			DEFERRED	DEFERRED with the cross-source interaction scope: the cross-source coordinate is routed through RuleOptionThresholdModeResolver / RuleThresholdKeyGroupRegistry, which this control freezes as a whole-file boundary. Price: `MISCOMPOSED` across layers stays in the tree and is the input of the deferred cross-source control. | kind=1-threshold-group-declared; path=callable	
pair	complexity.ccn	callable.error	callable.warning	cross-source			DEFERRED	DEFERRED with the cross-source interaction scope: the cross-source coordinate is routed through RuleOptionThresholdModeResolver / RuleThresholdKeyGroupRegistry, which this control freezes as a whole-file boundary. Price: `MISCOMPOSED` across layers stays in the tree and is the input of the deferred cross-source control. | kind=1-threshold-group-declared; path=callable	
pair	complexity.ccn	callable.threshold	callable.warning	cross-source			DEFERRED	DEFERRED with the cross-source interaction scope: the cross-source coordinate is routed through RuleOptionThresholdModeResolver / RuleThresholdKeyGroupRegistry, which this control freezes as a whole-file boundary. Price: `MISCOMPOSED` across layers stays in the tree and is the input of the deferred cross-source control. | kind=1-threshold-group-declared; path=callable	
pair	complexity.ccn	class.max-error	class.max-warning	cross-source			DEFERRED	DEFERRED with the cross-source interaction scope: the cross-source coordinate is routed through RuleOptionThresholdModeResolver / RuleThresholdKeyGroupRegistry, which this control freezes as a whole-file boundary. Price: `MISCOMPOSED` across layers stays in the tree and is the input of the deferred cross-source control. | kind=1-threshold-group-declared; path=class	
pair	complexity.ccn	class.max-error	class.threshold	cross-source			DEFERRED	DEFERRED with the cross-source interaction scope: the cross-source coordinate is routed through RuleOptionThresholdModeResolver / RuleThresholdKeyGroupRegistry, which this control freezes as a whole-file boundary. Price: `MISCOMPOSED` across layers stays in the tree and is the input of the deferred cross-source control. | kind=1-threshold-group-declared; path=class	
pair	complexity.ccn	class.max-warning	class.threshold	cross-source			DEFERRED	DEFERRED with the cross-source interaction scope: the cross-source coordinate is routed through RuleOptionThresholdModeResolver / RuleThresholdKeyGroupRegistry, which this control freezes as a whole-file boundary. Price: `MISCOMPOSED` across layers stays in the tree and is the input of the deferred cross-source control. | kind=1-threshold-group-declared; path=class	
pair	complexity.cognitive	callable.error	callable.threshold	cross-source			DEFERRED	DEFERRED with the cross-source interaction scope: the cross-source coordinate is routed through RuleOptionThresholdModeResolver / RuleThresholdKeyGroupRegistry, which this control freezes as a whole-file boundary. Price: `MISCOMPOSED` across layers stays in the tree and is the input of the deferred cross-source control. | kind=1-threshold-group-declared; path=callable	
pair	complexity.cognitive	callable.error	callable.warning	cross-source			DEFERRED	DEFERRED with the cross-source interaction scope: the cross-source coordinate is routed through RuleOptionThresholdModeResolver / RuleThresholdKeyGroupRegistry, which this control freezes as a whole-file boundary. Price: `MISCOMPOSED` across layers stays in the tree and is the input of the deferred cross-source control. | kind=1-threshold-group-declared; path=callable	
pair	complexity.cognitive	callable.threshold	callable.warning	cross-source			DEFERRED	DEFERRED with the cross-source interaction scope: the cross-source coordinate is routed through RuleOptionThresholdModeResolver / RuleThresholdKeyGroupRegistry, which this control freezes as a whole-file boundary. Price: `MISCOMPOSED` across layers stays in the tree and is the input of the deferred cross-source control. | kind=1-threshold-group-declared; path=callable	
pair	complexity.cognitive	class.max-error	class.max-warning	cross-source			DEFERRED	DEFERRED with the cross-source interaction scope: the cross-source coordinate is routed through RuleOptionThresholdModeResolver / RuleThresholdKeyGroupRegistry, which this control freezes as a whole-file boundary. Price: `MISCOMPOSED` across layers stays in the tree and is the input of the deferred cross-source control. | kind=1-threshold-group-declared; path=class	
pair	complexity.cognitive	class.max-error	class.threshold	cross-source			DEFERRED	DEFERRED with the cross-source interaction scope: the cross-source coordinate is routed through RuleOptionThresholdModeResolver / RuleThresholdKeyGroupRegistry, which this control freezes as a whole-file boundary. Price: `MISCOMPOSED` across layers stays in the tree and is the input of the deferred cross-source control. | kind=1-threshold-group-declared; path=class	
